name
코오롱제약(주)
(주)종근당
한국휴텍스제약(주)
동화약품(주)
동성제약(주)
에이치케이이노엔(주)
한국유나이티드제약(주)
한미약품(주)
일동제약(주)
알리코제약(주)
(주)에이프로젠바이오로직스
(주)보령
(주)다림바이오텍
에스케이케미칼(주)
(주)동구바이오제약
하나제약(주)
대우제약(주)
아주약품(주)
(주)일화
태극제약(주)
진양제약(주)
한국유니온제약(주)
(주)셀릭스
에이치엘비제약(주)
영일제약(주)
(주)테라젠이텍스
(주)팜젠사이언스
미래바이오제약(주)
(주)바이넥스
영풍제약(주)
(주)하원제약
(주)티디에스팜
구주제약(주)
(주)휴온스
명문제약(주)
케이엠에스제약(주)
삼익제약(주)
유니메드제약(주)
한국프라임제약(주)
(주)넥스팜코리아
주식회사제뉴원사이언스
에스피씨(주)
신풍제약(주)
한국오가논(주)
(주)비보존제약
안국뉴팜(주)
(주)다산제약
(주)한국파마
한국코러스(주)
(주)이든파마
익수제약(주)
(주)화이트생명과학
(주)서흥
대원제약(주)
풍림무약(주)
메딕스제약(주)
(주)휴비스트제약
(주)셀트리온제약
동광제약(주)
대한뉴팜(주)
이연제약(주)
(주)한국파비스제약
(주)씨엠지제약
대웅바이오(주)
(주)킵스바이오파마
(주)아리제약
한국신텍스제약(주)
제이더블유중외제약(주)
한올바이오파마(주)
(주)경보제약
주식회사더유제약
대화제약(주)
비아트리스코리아(주)
경남제약(주)
(주)서울제약
고려제약(주)
한국넬슨제약(주)
알파제약(주)
안국약품(주)
경동제약(주)
한화제약(주)
신일제약(주)
(주)유영제약
(주)유한양행
동아에스티(주)
국제약품(주)
(주)유유제약
일양약품(주)
환인제약(주)
(주)킴스제약
일성아이에스(주)
조아제약(주)
아이큐어(주)
제이더블유신약(주)
(주)비씨월드헬스케어
(주)한국피엠지제약
일양바이오팜(주)
(주)아이월드제약
(주)휴온스메디텍
(주)마더스제약
위더스제약(주)
(주)씨티씨바이오
동국제약(주)
(주)비씨월드제약
(주)옵투스제약
(주)알피바이오
제일헬스사이언스(주)
경진제약(주)
오스틴제약(주)
성원애드콕제약(주)
화일약품(주)
알보젠코리아(주)
(주)메디카코리아
부광약품(주)
삼천당제약(주)
엔비케이제약(주)
지엘팜텍(주)
삼성제약(주)
삼진제약(주)
(주)중헌제약
주식회사케이에스제약
(주)엘앤씨바이오
(주)퍼슨
(주)새한제약
(주)한풍제약
맥널티제약(주)
(주)제뉴파마
대원바이오텍주식회사
(주)씨엘팜
건일바이오팜주식회사
광동제약(주)
건일제약(주)
(주)인트로바이오파마
영진약품(주)
(주)녹십자
(주)시어스제약
(주)대웅제약
(주)유앤생명과학
(주)오스코리아제약
(주)보령바이오파마
(주)라이트팜텍
제일약품(주)
(주)바스칸바이오제약
독립바이오제약(주)
동방에프티엘(주)
(주)텔콘알에프제약
현대약품(주)
(주)파마킹
삼일제약(주)
경방신약(주)
동아제약(주)
코스맥스파마(주)
초당약품공업(주)
(주)필인터내셔널
(주)휴메딕스
하이플생명과학(주)
원광제약(주)
주식회사 제이비케이랩
대한약품공업(주)
신신제약(주)
삼남제약(주)
헤일리온코리아주식회사
명인제약(주)
시믹씨엠오코리아주식회사
제이더블유생명과학(주)
삼아제약(주)
한솔신약(주)
(주)한국디비팜
(주)한국팜비오
씨에이치디제약주식회사
(주)삼오제약
정우신약(주)
한림제약(주)
(주)태준제약
한국애보트(유)
(주)한국비엠아이
한국화이자제약(주)
(주)한국얀센
성이바이오제약주식회사
한국바이오켐제약(주)
에스에스팜(주)
한국애브비(주)
(주)제일제약
한국노바티스(주)
바이엘코리아(주)
천우신약(주)
한국먼디파마 유한회사
주|비씨월드제약
주식회사큐엘파마
(주)한독
게르베코리아(주)
지이헬스케어에이에스한국지점
(주)엘지화학
머크(주)
한국아스트라제네카(주)
한국베링거인겔하임(주)
씨엠에스제약(주)
엔코맥(주)
동국생명과학(주)
브라코이미징코리아(유)
레오파마(유)
한국아스텔라스제약(주)
(주)한독테바
(주)다솔생명과학
오스템파마주식회사
주식회사 노바엠헬스케어
(주)셀비온
한국릴리(유)
(주)엔엠제약
길리어드사이언스코리아(유)
한국룬드벡(주)
한국먼디파마(유)
한국세르비에(주)
한국오츠카제약(주)
한국다케다제약(주)
명문바이오(주)
(주)한국유니팜
한국엠에스디(주)
(주)코미팜
프레지니우스카비코리아(주)
(주)녹십자웰빙
신라젠주식회사
(주)바이오웰스팜
켄뷰코리아판매유한회사
(주)코아팜바이오
보란파마
(주)글락소스미스클라인
에리슨제약(주)
디케이에스에이치코리아(주)
한국메나리니(주)
클리니젠코리아(유)
파마사이언스코리아(주)
지피테라퓨틱스코리아주식회사
한국유씨비제약(주)
(주)한국로슈
타나베파마코리아주식회사
한국에자이(주)
(주)그린제약
(주)셀트리온
오펠라헬스케어코리아(주)
씨지인바이츠주식회사
노보노디스크제약(주)
(주)유케이케미팜
(주)한국비엔씨
(주)와이에스생명과학
주식회사아이엔테라퓨틱스
온코닉테라퓨틱스(주)
(유)한국비엠에스제약
재단법인아산사회복지재단서울아산병원
베르토코리아유한책임회사
(주)사노피-아벤티스코리아
제이텍바이오팜
(주)삼양바이오팜
(주)아이젠파마코리아
삼성바이오에피스(주)
(주)베키오바이오젠
(주)에이스파마
(주)알테오젠
에이징생명과학(주)
한국페링제약(주)
(주)펜믹스
주식회사박스터코리아
제이텍바이오젠
(유)옥시레킷벤키저
(주)퓨쳐켐
리퓨어헬스케어(주)
대구경북첨단의료산업진흥재단
(주)메디팁
입센코리아(주)
(주)펩트론
(주)바슈헬스코리아
싸이젠코리아(주)
(주)안트로젠
한국산텐제약(주)
(주)한국신약
위너마크팜
(주)삼영유니텍
(주)약진이메딕스
한국다이이찌산쿄(주)
암젠코리아유한회사
(주)카이바이오텍
(주)나노팜
(주)듀켐바이오
비브라운코리아(주)
㈜보령바이오파마
주식회사브링바이오
주식회사 청명약품
(주)비앤씨코리아
갈더마코리아(주)
이미징솔루션코리아(주)
(주)위드헬스케어
한국쿄와기린(주)
바이오젠코리아유한회사
(주)프레제니우스메디칼케어코리아
에스케이플라즈마(주)
삼양화학공업(주)
(주)신흥
한국알콘(주)
신원덴탈(주)
금청약품(주)
(주)일청덴탈약품
(주)휴온스바이오파마
(주)제테마
(주)이니바이오
(주)종근당바이오
(주)에이티지씨
(주)파마리서치바이오
(주)프로톡스
제네톡스(주)
(주)에이치피앤씨
솔벤텀코리아주식회사
(주)빅씽크
(주)두원사이언스제약
(주)이수앱지스
(주)한창메딕
주식회사삼현제약
한창메딕
비원메디슨코리아(유)
(주)레코르다티코리아
(주)넥세라파마코리아
알레파인터내셔날
(주)부경에스엠
한국원자력의학원
새한산업
(주)신광신약
주식회사한독소비
(주)오현파마코푸레이션
(주)재우스팜
(주)파마리서치
한국코와(주)
제일메딕스약품
(주)한도상사
(주)동인제약
큐앤큐팜(주)
(주)한국호넥스
맨소래덤아시아퍼시픽 주식회사
구미제약(주)
스미스앤드네퓨(주)
에스티인터내셔널주식회사
(주)파마택코리아
(주)사라야코리아
비오신코리아(주)
라이온코리아주식회사
시믹씨엠오코리아(주)
(주)엠앤에스그룹
(주)엑세스파마
동아참메드주식회사
주식회사이엠비제약
주식회사 밸리
신화제약(주)
(주)지리페
한국벡스팜제약(주)
(주)준팜
(주)돌나라한농제약
